Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min Salary,Max Salary,Average Salary,Job State,Age,Python,Spark
Hydrographic Data Analyst,45 - 81 ,"Hydrographic Data Analyst
Work Location: Norfolk, VA
Job Code: 2480
Description
Location:

Silver Spring, MD / Durhman, NH / Seatlle, WA / Norfolk, VA

Position Description

Will be involved with all phases of data processing of hydrographic survey data including reviewing hydrographic survey data, producing data products, and analyzing data products for completeness and accuracy. This includes the processing of hydrographic survey data collected using sonar, echo sounders, oceanographic instruments, GPS, data processing systems, and Geographic Information Systems (GIS). The candidate will work with different data formats and workflows that require some level of scripting or programming (python, C++, etc) to fully understand and implement processes and concepts.

Required Skills
5+ years of experience with hydrographic ocean mapping and data processing and data analysis and an understanding of hydrographic requirements. Experience with application software including Python, ArcGIS and/or QGIS, and CARIS. Programming experience in Python, C, or C++; experience in planning, acquiring, integrating, and disseminating ocean and coastal geospatial data and derivative products (including GIS); and, experience developing mapping standards and techniques, and improving data management and access, desired.

Must be able to pass a background investigation to obtain a security badge to enter the applicable government facility. US Citizenship or Permanent Residency required.

Education
BS in hydrography, ocean mapping, physical science, engineering, mathematics, related discipline, or equivalent.",4.0,"ERT, Inc.
4.0","Norfolk, VA",201 to 500 Employees,1993,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),45,81,63.0,VA,27,1,0
Data Scientist,94 - 154 ,"Tinder brings people together. With tens of millions of users and a presence in every country on earth, our reach is expansive and rapidly growing. Tinder’s Analytics Team is looking for a Data Scientist with expertise in Analytics.

Our analytics team takes ownership of the decisions being made from our data – we develop a deep understanding of both the business and its data and establish close working relationships with all teams - including Product, Marketing, Engineering, and Finance – so that we can provide recommendations and make proposals regarding prioritization of initiatives, product launches, A/B tests, and company performance.

As a data scientist in this role, you will be a partner to the Analytics team, providing support for A/B test design and analysis as well as data-driven insights through ad-hoc analyses, presentations, and automated reports and dashboards. This role will require extensive experience with SQL, data wrangling, statistics, and A/B testing as well as the ability to work in cross-functional teams to drive actionable insights. Experience with user growth and acquisition across consumer products is a plus.

Responsibilities:
Master and own the analytical understanding of customer behavior and business performance
Build models to better understand the value and churn behavior of our users
Find the “story” in the data and communicate insights and opportunities with executive and other internal teams
Perform ongoing ad-hoc analyses to evaluate the efficiency of our marketing spend, building reporting infrastructure, and assisting in making budgeting recommendations to optimize growth
Integrate captured event data with other sources of customer data, such as surveys, ad publishers and app store data
Support reporting and business intelligence needs of the entire Marketing team

Skills Required:
3+ years of relevant experience
Ability to think objectively and interpret meaningful themes from quantitative and qualitative data
Ability to build constructive and effective relationships with a broad and diverse group of business partners
Ability to execute on complex analytics projects where you have to determine salient questions in a complex ecosystem and present action-oriented conclusions
Proficiency with SQL required
Scripting skills, preferably in Python. Strong Python/NumPy/PANDAS skills a plus
Knowledge of statistics, specifically experimental design and analysis
Proficiency in Microsoft Excel and Microsoft PowerPoint
Familiarity with common KPIs, metrics, and growth experiments

As part of our team, you’ll enjoy:

The hustle of a startup with the impact of a global business
Tremendous opportunity to seek some of the industry’s most exciting problems
Working with an outstanding team of creative, fun and highly motivated people
Comprehensive health coverage, competitive salary, and 401(k) match

At Tinder, we don’t just accept difference — we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products, and our community. Tinder is proud to be an equal opportunity workplace.",4.1,"Tinder
4.1","Los Angeles, CA",201 to 500 Employees,2012,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,94,154,124.0,CA,8,1,0
Data Scientist,128 - 201 ,"Medium’s mission is to help people deepen their understanding of the world and discover ideas that matter. We are building a place where ideas are judged on the value they provide to readers, not the fleeting attention they can attract for advertisers. We are creating the best place for reading and writing on the internet—a place where today’s smartest writers, thinkers, experts, and storytellers can share big, interesting ideas.

We are looking for a Data Scientist who will help us build a new future for the written word on the web, as part of a team that translates data into actionable insights. Broadly, Data Scientists at Medium focus on analysis — interpreting data, sharing insights, and developing models that improve the product. We work together to analyze patterns at a macro level, answering questions the rest of the company hasn’t thought to ask yet.

You’ll spend most of your time working on a product team: a group of engineers, designers, a product manager, and you, the Data Scientist, all working together in a small group to build new features. You’ll extract key data and findings, define metrics, evaluate A|B tests, identify opportunities based on the data, and share new insights that no one considered before. You’ll bring data to bear on a set of thorny questions at the intersection of tech and media, helping us grow our ecosystem of readers and writers and build a new economic model for written content.
On the day to day, you will
Partner with a diverse range of stakeholders in editorial, engineering, marketing and product management to extract actionable insight from our usage data
Be an organization-wide advocate for evidence-based decision-making and the use of data
Build dashboards and reports that provide visibility into how people use our products.
Build statistical models that help us understand the ins and outs of how users experience our products
Design and analyze experiments to answer key business questions.
Build data pipelines and models that enable incisive analyses and performant data visualizations
You should have
2+ years of experience doing quantitative analysis at a consumer-facing technology company
Experience with data pipelining, from data preparation to analysis to deployment
Experience writing and optimizing complex SQL queries on large data sets
Knowledge of inferential statistics, especially in an experimentation setting (hypothesis testing, power analysis, experimental design)
Experience communicating the results of analyses with product and leadership teams to influence the strategy of the product
Experience manipulating large data sets through SQL or Python
Nice to have
Development experience in Python
Experience developing in Looker
Natural Language processing (NLP) with large data sets
Experience in big data technologies like Spark
At Medium, we foster an inclusive, supportive, fun yet challenging team environment. We value having a team that is made up of a diverse set of backgrounds and respect the healthy expression of diverse opinions. We embrace experimentation and the examination of all kinds of ideas through reasoning and testing. Come join us as we continue to change the world of digital media. Medium is an equal opportunity employer.

Interested? We'd love to hear from you.

Please note that communication regarding your application, interviews, and job offers will only come from e-mail addresses ending in""@medium.com"". Anything else is not a legitimate outreach.",3.7,"Medium
3.7","San Francisco, CA",201 to 500 Employees,2011,Company - Private,Publishing,Media,Unknown / Non-Applicable,128,201,164.5,CA,9,1,1
Geophysical Data Analyst (Seismic),37 - 69 ,"Description
Job Description:
Leidos is a Fortune 500™ company aimed at embracing and solving some of the world’s most pressing challenges. Through science and technology, Leidos makes the world safer, healthier and more efficient.
Our Civil Group offers an array of exciting career opportunities for the best IT, energy, logistics and engineering professionals.
MUST BE ABLE TO OBTAIN AN INTERIM SECRET CLEARANCE PRIOR TO START, WITH ABILITY TO BE GRANTED A HIGHER LEVEL CLEARANCE.
The Stennis Programs team at Leidos currently has an opening for a Geophysical Data Analyst to work for the Navy at John C. Stennis Space Center, MS. This is an exciting opportunity to use your experience helping the Naval Oceanographic Office (NAVOCEANO) on their European Deterrence Initiative (EDI) mission. In this project we work with government scientists, technologists and oceanographers to discover, process and analyze marine geo-acoustic and oceanographic data sets, develop specialized databases and build products used for fleet ocean forecasts and predictions. This mission includes the deployment and maintenance of autonomous data collection platforms to supplement the significant data holdings that NAVOCEANO possess. NAVOCEANO is a recognized national Center of Excellence for unmanned systems for operational and next-generation technologies. This project is a part of that leading edge of naval operational oceanography.
Driven by our talented workforce, the Exploration and Mission Support Operation builds trust through the delivery of enduring solutions for our customers’ information technology and mission support needs. We enable the delivery of citizen services and the exploration of space and scientific advancement to benefit humankind.
Key Capabilities:
Space Mission Operations
NASA Human Health and Research
Enterprise IT
Civil Spacecraft Engineering and Operations
Specialized Engineering Services
Cyber/Cloud
Supply Chain Management and Complex Logistics
The Geophysical Data Analyst will work as part of a team embedded within the Acoustic Modeling and Databases Division (NP53) of the Acoustics Department within the Naval Oceanographic Office. The Analyst will take direction and guidance from the NP53 Technical Point of Contact but will also have considerable latitude in day-to-day activities involving the data discovery, preparation and analysis needed to develop/update geo-acoustic seafloor databases. Seafloor and sub-bottom sediments play a significant role in the performance of acoustic energy transmissions in the water column - a critical component of naval environmental support. The databases developed by NP53 scientists provide Navy-standard characterizations of those effects which are essential to effective acoustic modeling for fleet assets.
Minimum Requirements:
B.S. in Geology or Geophysics from an accredited university with 5-8 years experience working in the field
Working knowledge of sedimentology and stratigraphy, structural geology, and focus on seismic stratigraphy and geophysical properties of sediments
Experience handling various geophysical data types and formats including seismic and sub-bottom profiler data, sediment thickness data (two-way travel time or depth measurements), core, grab, borehole, well data, etc.
Experience researching/data-mining for aforementioned data types
Experience processing seismic data to optimize quality for interpretation
Experience interpreting seismic and sub-bottom profiler data into two-way travel time layer thicknesses
Experience integrating various geophysical data types into a layered and gridded database
At least a working knowledge of scripting languages such as python, or shell scripts
Ability to proactively recognize problems and challenges, suggest solutions and implement as needed
Preferred Requirements:
Active Secret security clearance.
Experience working with SEG-Y or similar data formats
Experience using IHS Kingdom or equivalent software for seismic and sub-bottom profiler data interpretation
Prior experience in marine acoustic environments is a plus
Leidos is growing! Connect with us on LinkedIn and Facebook.
We value and support the well-being and mobility of our employees with competitive benefit packages, complementary e-learning training, work-life flexibility, an exciting External Referral Program, and a diverse, inclusive and ethical work place. In fact, in 2020, Leidos was ranked as one of the “World's Most Ethical Companies” by the Ethisphere Institute for the third consecutive year.
External Referral Bonus:
Ineligible
Potential for Telework:
No
Clearance Level Required:
None
Travel:
Yes, 10% of the time
Scheduled Weekly Hours:
40
Shift:
Day
Requisition Category:
Professional
Job Family:
Geology

Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world’s toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company’s 38,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Va., Leidos reported annual revenues of approximately $11.09 billion for the fiscal year ended January 3, 2020. For more information, visit www.Leidos.com.
Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here.
Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to spam.leidos@leidos.com.
All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",3.7,"Leidos
3.7","Stennis Space Center, MS",10000+ Employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),37,69,53.0,MS,51,1,0
Data Scientist,88 - 147 ,"Do you believe that creators should have the ability to get paid for the value they give to their fans?

We do, which is why we're building Patreon, a platform that powers membership services for creators with established followings. Patreon strives to provide creators with insight, education, and tools that make it possible to retain creative control while running their creative business, so creators can focus on creating and energizing their fanbases.

Our creator base has doubled in the last year alone, and we have paid over a billion dollars directly to creators on our platform. To support this growth, Patreon is looking for a Data Scientist.

The Patreon Data Science team makes it easy to make Patreon better. We work fast and emphasize impact. We inform product, team, and company strategy with data-driven research and analytics. Our work culture is highly autonomous. We believe that hiring smart, ambitious people and giving them strong ownership of their work leads to the best results. Your work will ensure that teams at Patreon have the data they need to make great decisions about what to build next.

What you will do:
Shape Patreon product strategy within internationalization, payments and tax by analyzing product performance, counseling our product teams on defining success criteria, designing experiments, and measuring product efficacy
Partner with teams across Patreon to inform strategy and evaluate success
Build a culture of data-driven decision making at Patreon
Dive into data to illuminate trends and answer key questions about our users
Constantly improve our team practices and efficiency
Work with people from all walks of life
Skills and experience you possess:
You have 3+ years experience helping product teams make great decisions with data
You have solid analytical thinking -- you ask the right questions and can frame data correctly
You are an expert querying large datasets
You are fluent in Python and relevant data libraries (pandas, numpy), and know how to manipulate data in Excel
You have a strong understanding of experimentation and statistical analysis
You can crisply communicate complicated information in charts and dashboards
You are an expert communicator with a love for clarity
Projects you may work on:
International: Working with our International team to evaluate currency success and language success of new markets through analysis, experimentation, and modeling. Partnering with the go-to-market team to evaluate product marketing opportunities
Tax: Working with our payments team to understand the product impacts of VAT & VAT collection
Payments: Working with our payments team on implementing, measuring and iterating on a simplified billing cycle
What you will have the chance to learn:
Payments data science and partnering with payments product teams best practices
What it looks like to internationalize a product used by millions of people around the world
Advanced technical skills in SQL and Python, data visualization, and data infrastructure
Learn from an energetic Data Science team full of passion for our product, and teams of Product Managers, Designers and Engineers who are building the product
*Our data team works with a mix of Redshift, MySQL, Python, R, Excel, Tableau, and Amplitude.

Who you'll work with:

At Patreon, you'll join a high-performing and highly-empathetic team of people who proudly work on fulfilling our mission of funding the creative class. Our culture of creator-first, thoughtful teammates keeps work creative, stretching, and rewarding.

Our Core Behaviors:
Put Creators First. Patreon is nothing without our creators.
Achieve Ambitious Outcomes. Set, measure, and accomplish goals that deliver massive value to our creators and patrons.
Cultivate Inclusion. We want an environment that retains and engages the diverse teams we build.
Bias Towards Action. When in doubt, we take the next best step, then course correct when needed. We go out of our way to fix problems when we see them. We take ownership seriously.
Be Candid and Kind. Be extremely caring and extremely direct in all you do at Patreon, especially when it comes to giving positive and constructive feedback.
Be Curious. You don't know it all, and that's the fun part. Everything gets better when you're curious. Things get more interesting, more clear, and more approachable. When you bring curiosity into the workplace, you're growing yourself, your teammates, and Patreon as a whole.
Want to learn more about Patreon?
Check out our reviews on Glassdoor
Check to see if you know a Patreon teammate on LinkedIn",3.3,"Patreon
3.3","New York, NY",201 to 500 Employees,2013,Company - Private,Publishing,Media,Unknown / Non-Applicable,88,147,117.5,NY,7,1,0
Data Scientist,80 - 136 ,"Boston MA, Houston TX
2021 vacancies open now. We are looking for the best science, mathematics and engineering graduates and postgraduates to join us and help solve the complex, real-world challenges faced by industry-leading companies at the forefront of science and technology.
You will have the opportunity to apply the knowledge you have gained during your studies and use a range of skills to create, develop and deliver solutions that truly make a difference in the world.
The Role
You will help our clients solve a variety of science and engineering problems. Projects can span a range of activities and your responsibilities will include:
Combining domain knowledge and technical skills to understand and solve the complex challenges facing our clients.
Using data science, analytics and a variety of analytical, statistical or machine learning techniques to interpret client data, helping them to make better-informed business decisions.
Designing and developing custom software solutions or tools (e.g. visualization).
Building strong relationships, communicating and collaborating with clients and colleagues.
Our projects are exciting and rewarding and provide plenty of opportunities to learn and develop. You will be assigned to projects based on your existing skills and experience, but you will also learn new domains and technologies and apply innovative thinking and transferable skills to solve new challenges.
Requirements
Bachelors, Masters or PhD in science, engineering or math.
The ability to interpret complex data using a variety of analytical, statistical or machine learning techniques.
Software underpins many of the solutions we provide, so you need to have some programming skills. We do not expect you to be an expert, but a good grounding in one of our core languages is required: Java, Python, C, C#, C++, R, Matlab.
Excellent interpersonal skills and the ability to explain complex concepts to clients and colleagues from all backgrounds.
The eagerness and capacity to quickly learn new domains and technologies.
Career Development and Training
We offer excellent future prospects. While we do offer traditional career paths, most staff end up shaping their own based on their aspirations, the skills they have developed and the projects they have worked on. As your career progresses, you will be able to contribute to projects in a variety of roles, from Data Scientist and Software Developer to Business Analyst and Project Manager, or any combination of these. We take personal development seriously and all staff receive an annual training allowance of 150 hours, which can be used to learn new technical and soft skills, often leading to recognized professional qualifications.

About Tessella
Tessella is one of the world’s leading data science and AI consultancies. We have developed a reputation for helping clients solve their most complex technical challenges by unlocking the power of their data, enabling better-informed business decisions.
Our work is at the cutting-edge of high-tech R&D and our projects are varied and rewarding. For example, in pharmaceutical companies we solve computational problems for chemists at the early stages of drug discovery and development, ultimately getting drugs to market faster. We help consumer goods companies model and simulate new product ideas and perform data analysis to improve their processes. We also support oil and gas engineers with the computational challenges of exploration and production, from reservoir modelling to writing control systems. In space and defense, we have written algorithms and solved complex mathematical problems to control satellites and radar systems.",3.6,"Tessella
3.6","Boston, MA",1 to 50 Employees,1980,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),80,136,108.0,MA,40,1,0
Data Scientist,98 - 154 ,"THE ROLE

Tesla's mission is to accelerate the world's transition to sustainable energy. Tesla’s Finance Analytics team sits at the intersection of financial analysis, business intelligence, data engineering, and data science to support this mission by converting raw data into actionable insights.
We are looking for a senior data scientist who can play a foundational role in measuring, predicting, and managing risk across Tesla.
RESPONSIBILITIES

Contribute on all the stages of Data Science projects: from performing raw data mining to translating complex technical topics into business solutions.
Effectively communicate actionable insights into Product offerings at all levels of the organization.
Collaborate closely with leadership, engineering, and other stakeholders to improve our view of modeling and decision engines.
Solve complex industrial and technical problems using advanced mathematical modeling and optimization techniques, including but not limited to, big data pre-processing, problem formulation, features engineering, algorithmic selection and evaluation, hyper-parameter tuning for machine learning, and deployment.
REQUIREMENTS

MS. or equivalent experience in a quantitative field (i.e. Predictive Analytics, Applied Mathematics, Statistics, Computer Science, Artificial Intelligence, Engineering).
Proven track record of delivering risk predictive models and analytics for financial industry using regression analysis, time series, probabilistic models, supervised and unsupervised methods at various customers interaction stages as underwriting, early warning risk detection and losses forecast.
Proficiency in Python, SQL and experience with ML libraries and frameworks like Scikit-learn, h2o or Spark ML.
Experience engineering information out of massive, complex and, in some cases, unstructured datasets.
Ability to apply a strong business sense with technical skills to effectively balance decisions around the complexity and speed of the project delivery.
Strong written, verbal, and interpersonal communication skills. Ability to effectively communicate at all levels in the organization.
Ability to self-start and self-direct work in an unstructured environment, comfortable dealing with ambiguity.
Excellent problem-framing, problem solving and project management skills and ability to change direction quickly.
Preferred
Experience working within a Big Data environment.
Experience with git and version control workflows.",3.7,"Tesla
3.7","Fremont, CA",10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),98,154,126.0,CA,17,1,1
Data Scientist,88 - 144 ,"Data Scientist (NY)

The Data Science team works closely with our product, customer success, and sales teams; we work to make sure teams are asking the right questions and then find those answers. Our data informs us of the impact we are having on the world, and our team is crucial to architecting and building our data infrastructure. We also design and use data analysis tools that increase our data's scalability, accuracy, and accessibility. We understand our company's goals and proactively inform their direction with data so that our product can help more teams do great things.

As a Data Scientist at Asana, you'll help us ask the right questions and answer them rigorously. You'll work closely with our Product and Business teams to understand their goals and proactively inform their direction with data. You'll keep taking on new responsibilities as you grow—from defining core metrics to building machine learning models and keeping the data flowing in our pipelines.

Typical responsibilities:
Designing and analyzing experiments to measure the impact of new product features
Investigating high-level questions like ""What are the collaborative patterns of the most successful teams using Asana?""
Adding new metrics and aggregations to our data warehouse to make new classes of questions answerable
Building models to predict the growth trajectory of different customer segments
Requirements:
Bachelor Degree in Computer Science, Math, Statistics, Engineering, a related quantitative field, or equivalent experience.
3+ years of experience in applying data science techniques to drive technical product development and decision-making
Strong technical background in computer science, statistics, math, information science, or another quantitative field
Fluency in at least one modern language useful for data processing (e.g. Python, Scala)
Proficiency with relational data modeling and SQL
Expertise in statistical methods and experimental design and analysis
Experience with distributed data processing systems (e.g. Spark, Redshift)
Background in advanced statistical modeling (e.g. GLM, mixed effects) and/or machine learning (e.g. clustering, classifiers, neural networks)
About us

At Asana, we're building a better way to work, fueled by transparency, inclusion, and technology that is a force for positive change. Asana is a work management platform that helps teams orchestrate their work, from daily tasks to strategic initiatives, so they can move faster and accomplish more with less. For the past 5 years, we've been named a top workplace, including top 10 Great Place to Work Best Small & Medium Workplaces, #1 Fortune Best Workplaces in the Bay Area, #8 Fortune Best Workplaces for Women, and one of Ireland's Best Workplaces. With offices all over the world, we are always looking for curious, collaborative, and mission-driven people to help us enable the world's teams to work together effortlessly.

We believe in supporting people to do their best work and thrive, and building a diverse, equitable, and inclusive company is core to our mission. Our goal is to ensure that Asana upholds an inclusive environment where all people feel that they are equally respected and valued, whether they are applying for an open position or working at the company. We welcome applicants of any educational background, gender identity and expression, sexual orientation, religion, ethnicity, age, citizenship, socioeconomic status, disability, and veteran status.",4.9,"Asana
4.9","New York, NY",1001 to 5000 Employees,2009,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,88,144,116.0,NY,11,1,1
Data Scientist,95 - 148 ,"The Office 365 Enterprise Cloud team works with Microsoft’s largest enterprise and government customers to deliver features that meet their specific needs and unblock cloud adoption. Our team is building the key technologies to enable and accelerate cloud transition for every enterprise customer.
We have close and ongoing relationships with the biggest corporate names in the world. This immediate access to our existing customers and their needs gives us critical input to the challenges they are facing today and the solutions we need to provide tomorrow. The team has a proven success record of bringing in millions of enterprise seats to Office 365 and is focused on the next wave of innovation to accelerate growth. The field is diverse with many opportunities and challenges across, identify lifecycle management, hybrid configurations, collaboration, security, privacy, compliance, search, and service operations excellence

We are looking for a Data Scientist who is excited to use data to answer hard problems, and ready to make an impact on the experience of Enterprise Customers with Office 365 service. Utilize their capabilities in predictive modeling, text mining, clustering, anomaly detection, forecasting methods, and/or other advanced statistical techniques.

We hire people with diverse multi-disciplinary backgrounds, engineering and analytical skills, business experience, relentless curiosity, and a motivation to improve product quality and business outcomes with data. Our work is highly varied and offers abundant opportunities to focus on many different data science techniques and aspects of the Office 365 Enterprise Customers experience.
Responsibilities
End-to-end ownership of the data science process, from understanding business requirements, data discovery and extraction, to model development and evaluation.
Effectively communicate the analysis and findings through interactive visualizations, documents, and presentations to stakeholders.
Deliver the models to production system by applying quality engineering principles.
Qualifications
Knowledge of and experience in statistical and predictive analysis.
2+ years of experience in Data Scientist field
Experience using statistical computer languages (R, Python, etc.) to manipulate data and draw insights from large data sets is required.
Experience in delivering data science solutions to real production systems impacting large scale of customers and deep understanding of data science engineering lifecycle process.
Masters/PhD degree in Computer Science specializing in Data Science, Statistics, Applied Mathematics, Operations Research, or a related quantitative field.

Microsoft is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you need assistance and/or a reasonable accommodation due to a disability during the application or the recruiting process, please send a request via the Accommodation request form.

Benefits/perks listed below may vary depending on the nature of your employment with Microsoft and the country where you work.",4.4,"Microsoft
4.4","Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),95,148,121.5,WA,45,1,0
Data Scientist,125 - 154 ,"Are you passionate about using data, finding insights, and trying to explain why things are what they are? If so, read on.

As part of the advanced analytics team, the Data Scientist will be a key player on an innovative team that develops and provides actionable insights across the organization. S/he will help to evolve existing forecasting methodologies across different parts of the organization and develop sophisticated models, using machine learning algorithms and advanced analytics. This role will be responsible for developing long and short-term product demand forecasts in multiple markets and across multiple channels to help drive down supply chain costs (freight, inventory levels). The successful individual will conduct multiple tasks and projects simultaneously, maintain strong relationships with stakeholders, and own deliverables end to end.

Essential Functions and Key Responsibilities:
Illustrate key trends and drivers through effective data interpretation and visualization.
Design and develop quantitative demand forecast models that generate accurate predictions to drive TaylorMade’s financial and operational planning.
Build executive-facing reporting tools to provide insights and metrics which track forecast accuracy and explain variance.
Identification of gaps and opportunities for model improvements along with identification and validation of new data sources.
Formalize assumptions about how demand forecasts are expected to behave, creating definitions of outliers, developing methods to systematically identify these outliers, and explaining why they are reasonable or identifying fixes for them.
Provide insights and analytics around operations and supply-chain optimization and prioritization questions.
Implement statistical methods to solve specific business problems utilizing code (R, Matlab, Python, etc.).
Performs other related duties and assignments as required.
Knowledge and Skills Requirements:
Strong communications skills: both verbal and written, with the ability to explain complex concepts to non-technical audiences.
Proficiency in Microsoft Office (Word and PowerPoint) with advanced skills in Excel data management.
Expertise (4+ years) experience in at least one statistical software package (e.g. R, Matlab or Python).
Experience in the design and development of automated forecasting systems.
Expertise with databases for acquiring and transforming data.
Outstanding quantitative modeling and statistical analysis skills (time series, causal inference, machine learning).
Proven ability to perform in-depth analysis, synthesize results, develop stories, build strategies and make recommendations to business and technical leaders.
Adept at implementing contextual reasoning/rationale into forecast models and predictions.
Ability to learn/understand end-to-end business processes and interdependencies.
Meticulous attention to detail and proactive nature.
Experience or understanding of retail or market distribution, merch planning would be good.
Experience or understanding in Supply Chain materials and network modeling.
Ability to work across teams and manage priorities to accomplish multiple tasks is required.
Interpersonal skills suited to dealing courteously and professionally with cross-functional teams
Education, Work Experience, and Professional Certifications:
B.S. in a quantitative or technical field, such as computer science, mathematics, statistics, or business.
6+ years of experience of data science/analytics
Work Environment / Physical Requirements:
Normal office conditions.
Ability to work extended hours as necessary.
Occasional travel required.
Able to work efficiently and accurately in an atmosphere of frequent interruption.
Light physical effort equal to frequent lifting or moving of lightweight materials.
TaylorMade Golf Company is an equal opportunity employer. All qualified applicants receive consideration for employment without regard to race, religious creed, color, national origin or ancestry, physical or mental disability, medical condition, genetic information, marital status, sex, pregnancy, gender, gender identity, gender expression, age, sexual orientation, military and veteran status or any other basis protected by federal, state or local law, ordinance, or regulation.",4.2,"TaylorMade Golf
4.2","Carlsbad, CA",1001 to 5000 Employees,1979,Company - Private,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),125,154,139.5,CA,41,1,0
Data Scientist,123 - 193 ,"At Everlane, we want the right choice to be as easy as putting on a great T-shirt. That's why we partner with ethical factories around the world. Work with high quality and more sustainably sourced materials. And share the true cost of every product we make. But there's a lot more work to be done, and we're excited to be growing a team of motivated humans that are up for the challenge.
The data team at Everlane is tasked with enabling the company to use data to make decisions and improve our product, tackling problems spanning operations, marketing, product, and ecommerce. Our data scientists lean on a full-stack set of methodologies and tools to solve these problems, taking an initial open ended question to the eventual business implementation of a model.
We're looking for a Data Scientist to build data products addressing some of our toughest problems in the demand planning and logistics domains. You'll be combining strong modeling and inference skills, along with a deep understanding of the business to deliver decision making systems that allow us to scale the backbone of the company. This role has a high level of ownership- we really want someone who is not afraid to think big, while also having the pragmatic toolkit to efficiently ship impactful data models.

Your day-to-day:
Partner with the business to flesh out the parameters and goals of data science problems
Use data analysis to answer questions around demand patterns, supply chain efficiency, and return rate tendencies
Design experiments (both natural and RCTs), and study their results to identify important causal levers within the company
Develop and productionize forecasting models that allow us to better predict future demand at varying dimensions and levels
Create robust optimization frameworks, thinking through the right tradeoffs and rewards for transportation, fulfillment, and physical retail
Build the scaffolding to support the maintenance of deployed models, such as automated diagnostics, quality checks, etc.

We'd love to hear from you if you have:
BA/BS in a quantitative field - MS or PhD preferred
4+ years experience as a data scientist in industry solving operational problems
2+ years specific experience in forecasting, operations research, and/or optimization
Track record of shipping data products: being able to write production level data science code while also conceptually understanding tradeoffs in production systems
Strong understanding of statistics and predictive modeling
Expertise in SQL and querying databases in order to perform analysis and build predictive models
Expertise in a computing language (R/Python), including strong data toolkit within your respective language (we're interested in hearing about your ""bread and butter"", whether it's tidyverse + ggplot2, or pandas + seaborn, etc.)
Comfort in a cloud computing environment (we're an AWS shop) and/or navigating a command line based environment",3.5,"Everlane
3.5","San Francisco, CA",51 to 200 Employees,2010,Company - Private,Other Retail Stores,Retail,$5 to $10 million (USD),123,193,158.0,CA,10,1,0
